speed_knots,dwell_hours,expected_dwell_hours,delay_hours,weather_score,port_congestion,route_segment,cargo_type,is_delayed,is_anomaly,risk_level
9.12,1.82,2.0,0.5,0.075,0.147,Open Ocean,General,0,0,0
13.37,1.51,6.0,31.85,0.838,0.383,Red Sea,Automotive,1,0,1
7.84,6.01,8.0,3.84,0.842,0.473,Strait of Malacca,General,0,0,1
14.8,1.29,2.0,13.98,0.835,0.253,Suez Canal,Automotive,1,0,1
12.08,9.33,8.0,1.08,0.1,0.403,Arabian Sea,Perishables,0,0,0
13.36,0.24,4.0,0.02,0.396,0.276,Strait of Malacca,Electronics,0,0,0
14.6,7.2,8.0,0.98,0.149,0.29,South China Sea,Chemicals,0,0,0
18.4,19.91,8.0,5.08,0.136,0.477,South China Sea,Perishables,1,0,0
18.11,2.37,8.0,4.7,0.042,0.493,Indian Ocean,General,1,0,0
15.04,0.65,8.0,4.83,0.24,0.316,South China Sea,General,1,0,0
17.95,1.35,6.0,0.1,0.046,0.12,Mediterranean,Automotive,0,0,0
10.32,21.14,8.0,4.01,0.138,0.104,Atlantic,General,1,0,0
17.32,17.05,8.0,1.94,0.196,0.647,Cape of Good Hope,Electronics,0,0,0
15.69,7.95,4.0,8.24,0.666,0.07,Suez Canal,General,1,0,0
15.13,6.91,4.0,0.24,0.042,0.42,Arabian Sea,Automotive,0,0,0
14.13,1.6,4.0,0.16,0.088,0.342,Pacific,Electronics,0,0,0
18.33,2.11,4.0,22.72,0.672,0.087,Suez Canal,General,1,0,0
14.85,3.9,4.0,0.54,0.08,0.082,Pacific,General,0,0,0
12.96,5.51,6.0,2.63,0.169,0.106,Mediterranean,Chemicals,0,0,0
17.42,0.2,6.0,1.58,0.185,0.628,English Channel,General,0,0,0
12.61,5.58,2.0,1.51,0.007,0.412,Arabian Sea,Electronics,0,0,0
11.86,6.88,6.0,4.02,0.076,0.178,Open Ocean,Chemicals,1,0,0
12.04,5.7,4.0,2.74,0.23,0.062,Red Sea,Perishables,0,0,0
15.99,0.51,4.0,0.04,0.335,0.395,English Channel,Chemicals,0,0,0
11.86,0.13,2.0,2.19,0.081,0.266,Pacific,Automotive,0,0,0
14.37,1.58,2.0,0.02,0.005,0.384,Open Ocean,Chemicals,0,0,0
10.11,0.97,2.0,3.83,0.125,0.084,English Channel,General,0,0,0
14.69,5.85,4.0,3.22,0.517,0.105,Strait of Malacca,Electronics,0,0,0
17.93,1.49,2.0,6.71,0.083,0.144,Indian Ocean,General,1,0,0
13.83,3.45,2.0,0.24,0.288,0.126,Yellow Sea,Automotive,0,0,0
10.04,4.46,6.0,0.62,0.227,0.417,North Atlantic,General,0,0,0
7.44,0.09,2.0,1.83,0.343,0.137,Mediterranean,General,0,0,0
8.58,0.36,2.0,0.52,0.328,0.316,Indian Ocean,General,0,0,0
17.49,1.69,6.0,0.76,0.251,0.107,North Atlantic,Automotive,0,0,0
18.85,2.07,2.0,0.49,0.288,0.139,Pacific,Electronics,0,0,0
13.12,4.15,4.0,2.53,0.199,0.175,South China Sea,Automotive,0,0,0
14.92,1.1,2.0,2.33,0.338,0.686,South China Sea,Automotive,0,0,0
17.02,0.18,2.0,2.5,0.072,0.583,Pacific,Perishables,0,0,0
15.42,1.69,2.0,2.04,0.115,0.495,Indian Ocean,Automotive,0,0,0
22.87,2.41,2.0,14.17,0.064,0.118,North Atlantic,Automotive,1,0,0
11.05,0.86,6.0,0.61,0.187,0.267,South China Sea,Chemicals,0,0,0
15.29,9.3,6.0,1.05,0.246,0.4,Atlantic,Chemicals,0,0,0
14.63,0.16,2.0,0.55,0.049,0.387,North Atlantic,Electronics,0,0,0
9.43,2.94,4.0,0.93,0.174,0.463,Open Ocean,General,0,0,0
16.84,0.51,4.0,1.26,0.366,0.336,Mediterranean,Automotive,0,0,0
15.3,3.28,8.0,1.53,0.411,0.332,Suez Canal,Perishables,0,0,0
14.02,3.25,6.0,0.53,0.338,0.366,Yellow Sea,Perishables,0,0,0
11.54,1.71,4.0,0.08,0.595,0.292,Red Sea,General,0,0,0
14.8,0.82,2.0,0.98,0.399,0.128,Arabian Sea,Chemicals,0,0,0
14.05,3.06,4.0,1.24,0.242,0.202,English Channel,Electronics,0,0,0
14.48,0.72,2.0,1.7,0.039,0.14,Arabian Sea,Chemicals,0,0,0
16.72,17.73,4.0,0.36,0.003,0.243,Arabian Sea,Automotive,0,1,0
10.46,5.22,8.0,15.87,0.866,0.599,Red Sea,Chemicals,1,0,1
12.3,0.38,4.0,2.33,0.072,0.251,Indian Ocean,Perishables,0,0,0
16.6,2.03,2.0,4.61,0.214,0.215,Indian Ocean,Perishables,1,0,0
21.49,18.79,8.0,4.2,0.49,0.214,Pacific,Automotive,1,0,0
14.94,0.52,2.0,24.11,0.602,0.29,Red Sea,Perishables,1,0,1
16.24,7.75,8.0,0.68,0.125,0.36,South China Sea,Chemicals,0,0,0
12.26,2.97,2.0,2.76,0.134,0.352,Cape of Good Hope,General,0,0,0
17.21,0.11,4.0,6.98,0.666,0.29,South China Sea,Perishables,1,0,0
14.08,16.1,6.0,30.93,0.832,0.057,Red Sea,General,1,0,1
17.74,2.4,8.0,0.76,0.094,0.151,Mediterranean,Perishables,0,0,0
13.32,24.81,8.0,2.77,0.014,0.346,Yellow Sea,General,0,0,0
14.62,0.93,6.0,0.79,0.063,0.25,Atlantic,Electronics,0,0,0
14.87,8.29,6.0,2.83,0.036,0.475,South China Sea,Perishables,0,0,0
18.11,1.14,2.0,15.17,0.771,0.423,Strait of Malacca,Electronics,1,0,1
17.54,3.04,4.0,0.77,0.126,0.216,Open Ocean,Chemicals,0,0,0
15.24,0.77,2.0,6.49,0.647,0.093,Strait of Malacca,Perishables,1,0,0
11.6,12.27,4.0,1.86,0.192,0.386,Atlantic,Perishables,0,0,0
9.56,0.01,2.0,2.97,0.12,0.193,Mediterranean,Electronics,0,0,0
25.0,1.82,2.0,0.3,0.0,0.207,Mediterranean,General,0,0,0
16.44,6.46,4.0,3.59,0.176,0.327,Cape of Good Hope,Automotive,0,0,0
12.53,0.07,2.0,1.24,0.598,0.593,Indian Ocean,Electronics,0,0,0
11.83,1.11,8.0,3.36,0.154,0.256,Arabian Sea,Perishables,0,0,0
15.63,0.62,4.0,5.69,0.137,0.503,English Channel,Perishables,1,0,0
11.88,6.93,6.0,2.23,0.278,0.181,Atlantic,Automotive,0,0,0
11.08,2.84,4.0,3.22,0.34,0.118,Yellow Sea,Perishables,0,0,0
14.07,0.86,2.0,0.2,0.119,0.423,Arabian Sea,Automotive,0,0,0
10.72,3.05,2.0,3.9,0.21,0.205,Cape of Good Hope,Automotive,0,0,0
17.88,1.95,8.0,5.54,0.139,0.404,Atlantic,General,1,0,0
14.44,0.95,8.0,0.01,0.294,0.392,Cape of Good Hope,General,0,0,0
14.62,16.43,8.0,7.17,0.36,0.247,Arabian Sea,Perishables,1,0,0
12.63,5.58,6.0,1.07,0.423,0.318,Arabian Sea,Perishables,0,0,0
17.08,0.66,8.0,1.64,0.395,0.33,Mediterranean,General,0,0,0
11.45,1.87,8.0,5.45,0.018,0.12,Yellow Sea,General,1,0,0
8.41,23.01,8.0,1.1,0.013,0.222,North Atlantic,Automotive,0,0,0
9.64,2.13,2.0,2.31,0.311,0.588,Arabian Sea,Electronics,0,0,0
10.9,0.47,2.0,10.93,0.77,0.222,Strait of Malacca,Chemicals,1,0,0
14.05,8.74,4.0,25.59,0.681,0.516,Red Sea,Perishables,1,0,1
15.54,5.14,4.0,1.4,0.032,0.349,Arabian Sea,Perishables,0,0,0
10.73,4.67,6.0,1.0,0.049,0.18,Pacific,Perishables,0,0,0
14.41,1.94,6.0,3.93,0.467,0.585,Yellow Sea,Chemicals,0,0,0
15.61,6.34,4.0,2.58,0.746,0.411,Strait of Malacca,Automotive,0,0,0
14.12,1.48,8.0,1.08,0.105,0.253,Cape of Good Hope,Electronics,0,0,0
12.84,0.67,2.0,4.97,0.332,0.145,Mediterranean,General,1,0,0
12.15,1.14,6.0,2.94,0.174,0.341,Indian Ocean,Automotive,0,0,0
16.29,4.5,6.0,0.18,0.111,0.196,English Channel,General,0,0,0
14.85,1.53,4.0,0.82,0.012,0.123,South China Sea,Automotive,0,0,0
14.96,10.58,8.0,0.08,0.422,0.057,Open Ocean,Automotive,0,0,0
10.18,0.11,4.0,1.2,0.044,0.672,Cape of Good Hope,Perishables,0,0,0
20.14,2.86,4.0,0.35,0.032,0.238,Indian Ocean,Chemicals,0,0,0
16.77,3.54,8.0,3.3,0.245,0.236,English Channel,General,0,0,0
14.64,0.75,6.0,0.84,0.307,0.19,Atlantic,Chemicals,0,0,0
11.37,10.72,8.0,0.4,0.035,0.053,Yellow Sea,Chemicals,0,0,0
7.42,10.79,2.0,4.34,0.03,0.185,Pacific,Automotive,1,1,0
17.11,2.69,6.0,3.93,0.119,0.116,Atlantic,Chemicals,0,0,0
9.49,1.36,6.0,0.83,0.079,0.401,Cape of Good Hope,General,0,0,0
12.72,2.27,8.0,0.84,0.385,0.238,Pacific,Perishables,0,0,0
16.95,8.99,6.0,2.17,0.127,0.156,Atlantic,Chemicals,0,0,0
17.05,0.76,2.0,0.12,0.18,0.39,Mediterranean,General,0,0,0
16.6,10.28,8.0,1.55,0.139,0.112,Cape of Good Hope,Chemicals,0,0,0
19.37,11.1,6.0,2.04,0.023,0.422,English Channel,Electronics,0,0,0
14.63,0.58,6.0,10.02,0.751,0.266,Suez Canal,Chemicals,1,0,0
10.4,1.37,8.0,0.79,0.131,0.246,South China Sea,General,0,0,0
9.91,6.97,8.0,4.38,0.198,0.04,Open Ocean,Electronics,1,0,0
15.46,4.77,8.0,5.84,0.375,0.449,Mediterranean,Perishables,1,0,0
11.3,3.65,8.0,1.22,0.37,0.354,South China Sea,Perishables,0,0,0
16.23,10.64,8.0,2.56,0.198,0.285,Open Ocean,Electronics,0,0,0
10.55,10.57,8.0,0.15,0.012,0.133,Cape of Good Hope,General,0,0,0
13.03,3.69,6.0,0.66,0.077,0.443,Atlantic,General,0,0,0
19.41,10.68,4.0,5.48,0.053,0.112,Open Ocean,General,1,0,0
13.52,4.55,4.0,0.43,0.055,0.053,Open Ocean,Electronics,0,0,0
8.77,2.94,6.0,3.59,0.228,0.277,North Atlantic,Electronics,0,0,0
12.55,1.38,8.0,0.25,0.048,0.233,Arabian Sea,Chemicals,0,0,0
10.48,1.62,4.0,3.14,0.269,0.113,Open Ocean,General,0,0,0
10.32,6.87,8.0,0.05,0.368,0.06,Red Sea,Perishables,0,0,0
9.32,5.47,2.0,3.47,0.215,0.099,Yellow Sea,Perishables,0,0,0
17.07,9.75,8.0,2.94,0.018,0.227,Arabian Sea,Perishables,0,0,0
17.77,8.87,8.0,2.26,0.223,0.187,Cape of Good Hope,Chemicals,0,0,0
15.62,3.57,6.0,1.1,0.182,0.207,Yellow Sea,Chemicals,0,0,0
16.08,6.53,4.0,0.31,0.079,0.309,Arabian Sea,Electronics,0,0,0
18.77,1.89,4.0,1.95,0.171,0.137,Cape of Good Hope,Automotive,0,0,0
10.54,0.25,4.0,0.26,0.053,0.585,Pacific,Automotive,0,0,0
15.3,0.38,4.0,4.17,0.501,0.065,Yellow Sea,Perishables,1,0,0
14.02,9.48,4.0,2.01,0.182,0.236,English Channel,Perishables,0,0,0
14.71,6.84,8.0,9.05,0.606,0.159,Indian Ocean,Electronics,1,0,0
8.09,13.18,8.0,0.54,0.063,0.434,North Atlantic,Perishables,0,0,0
10.62,0.38,8.0,0.01,0.186,0.331,Cape of Good Hope,Automotive,0,0,0
16.53,25.16,8.0,30.95,0.729,0.585,Red Sea,Electronics,1,0,1
16.18,12.44,8.0,4.96,0.009,0.21,Atlantic,Electronics,1,0,0
11.62,4.66,6.0,3.68,0.259,0.394,North Atlantic,Perishables,0,0,0
7.29,1.71,8.0,12.61,0.247,0.084,Open Ocean,Chemicals,1,0,0
13.54,22.18,8.0,0.91,0.512,0.225,Strait of Malacca,Perishables,0,0,0
21.33,4.02,4.0,2.82,0.343,0.201,Yellow Sea,Automotive,0,0,0
8.41,11.78,4.0,1.42,0.176,0.044,Indian Ocean,Perishables,0,0,0
13.22,0.0,4.0,1.81,0.539,0.179,Strait of Malacca,Electronics,0,0,0
13.47,5.38,6.0,1.39,0.403,0.248,Cape of Good Hope,Chemicals,0,0,0
20.64,1.06,6.0,1.66,0.357,0.567,English Channel,General,0,0,0
18.47,0.44,2.0,1.39,0.035,0.36,Cape of Good Hope,Electronics,0,0,0
9.61,14.45,6.0,2.37,0.515,0.123,Red Sea,Electronics,0,0,0
13.38,7.11,8.0,5.23,0.386,0.194,Mediterranean,Electronics,1,0,0
14.07,9.16,8.0,0.38,0.435,0.243,Indian Ocean,Automotive,0,0,0
17.76,4.89,2.0,0.37,0.028,0.411,Indian Ocean,Perishables,0,0,0
17.62,1.53,8.0,8.83,0.806,0.202,Suez Canal,Chemicals,1,0,0
13.98,1.31,4.0,5.26,0.176,0.247,Atlantic,Chemicals,1,0,0
12.73,0.14,8.0,2.81,0.227,0.256,North Atlantic,General,0,0,0
14.39,6.79,6.0,4.9,0.12,0.564,Indian Ocean,Perishables,1,0,0
14.03,1.83,4.0,0.06,0.056,0.319,English Channel,Electronics,0,0,0
13.54,0.78,6.0,0.57,0.008,0.084,North Atlantic,General,0,0,0
15.78,14.24,6.0,5.23,0.058,0.037,Mediterranean,Perishables,1,0,0
12.4,2.13,4.0,0.53,0.232,0.213,Pacific,Automotive,0,0,0
16.89,10.95,8.0,4.22,0.49,0.179,Cape of Good Hope,Perishables,1,0,0
14.45,7.62,4.0,10.65,0.764,0.064,Cape of Good Hope,Electronics,1,0,0
13.06,0.23,6.0,0.06,0.342,0.42,Suez Canal,Chemicals,0,0,0
16.33,14.06,4.0,1.33,0.318,0.274,South China Sea,Perishables,0,0,0
12.83,0.55,8.0,1.73,0.265,0.368,South China Sea,Chemicals,0,0,0
16.26,12.01,8.0,0.8,0.472,0.081,Strait of Malacca,Electronics,0,0,0
5.13,11.71,6.0,16.96,0.879,0.41,Strait of Malacca,General,1,0,1
13.4,0.31,4.0,0.22,0.421,0.255,Red Sea,Electronics,0,0,0
8.67,2.71,4.0,1.73,0.182,0.271,Mediterranean,General,0,0,0
13.48,1.45,4.0,0.47,0.252,0.356,Indian Ocean,General,0,0,0
10.53,8.53,4.0,0.39,0.533,0.163,Arabian Sea,Perishables,0,0,0
12.94,1.2,2.0,1.75,0.019,0.145,Yellow Sea,Perishables,0,0,0
11.98,2.93,6.0,0.28,0.339,0.035,North Atlantic,General,0,0,0
10.47,1.73,4.0,0.38,0.187,0.251,Mediterranean,Automotive,0,0,0
14.72,9.3,6.0,1.29,0.171,0.296,English Channel,General,0,0,0
14.21,0.15,4.0,10.8,0.756,0.155,Mediterranean,Perishables,1,0,0
16.28,1.76,4.0,3.87,0.914,0.164,Suez Canal,Electronics,0,0,0
10.79,7.74,4.0,3.63,0.283,0.058,Pacific,Chemicals,0,0,0
14.72,5.66,6.0,3.74,0.215,0.55,Indian Ocean,Perishables,0,0,0
15.43,7.51,2.0,1.1,0.079,0.309,Yellow Sea,Perishables,0,0,0
17.85,3.58,2.0,3.68,0.392,0.409,Pacific,Automotive,0,0,0
16.16,0.08,2.0,3.94,0.171,0.321,Cape of Good Hope,Automotive,0,0,0
13.08,1.97,8.0,1.29,0.575,0.416,Arabian Sea,General,0,0,0
11.24,2.5,8.0,0.99,0.297,0.634,Mediterranean,Automotive,0,0,0
11.7,45.66,8.0,2.64,0.543,0.483,Cape of Good Hope,Automotive,0,1,0
12.82,1.13,2.0,0.88,0.004,0.177,Yellow Sea,Chemicals,0,0,0
13.16,44.89,8.0,1.87,0.13,0.327,Open Ocean,Chemicals,0,1,0
16.87,0.68,2.0,0.6,0.042,0.293,North Atlantic,Automotive,0,0,0
17.19,1.11,8.0,4.89,0.11,0.449,Atlantic,Automotive,1,0,0
15.15,3.15,2.0,6.67,0.046,0.284,South China Sea,Perishables,1,0,0
22.13,0.26,2.0,4.89,0.64,0.4,Strait of Malacca,Automotive,1,0,0
15.35,1.09,4.0,2.87,0.454,0.373,Strait of Malacca,General,0,0,0
13.57,2.1,4.0,0.02,0.075,0.095,Indian Ocean,Chemicals,0,0,0
13.31,1.28,2.0,7.17,0.195,0.119,Open Ocean,Automotive,1,0,0
11.14,1.36,2.0,1.9,0.072,0.145,Yellow Sea,General,0,0,0
15.77,5.81,8.0,0.01,0.187,0.398,South China Sea,Electronics,0,0,0
13.94,4.51,4.0,4.16,0.154,0.341,Mediterranean,Electronics,1,0,0
13.73,7.61,6.0,1.58,0.031,0.153,Pacific,Electronics,0,0,0
11.49,0.76,2.0,0.24,0.053,0.169,Cape of Good Hope,Automotive,0,0,0
14.0,1.57,6.0,0.65,0.129,0.566,South China Sea,Electronics,0,0,0
13.57,25.77,6.0,1.75,0.255,0.634,Atlantic,General,0,1,0
14.97,5.86,6.0,1.03,0.151,0.594,South China Sea,Perishables,0,0,0
16.7,32.04,6.0,2.27,0.071,0.388,English Channel,Automotive,0,1,0
20.8,5.77,8.0,0.05,0.153,0.389,Indian Ocean,Automotive,0,0,0
15.96,5.98,6.0,4.01,0.18,0.432,South China Sea,Chemicals,1,0,0
17.18,7.97,4.0,0.74,0.55,0.562,Red Sea,Electronics,0,0,0
12.81,0.5,4.0,8.7,0.115,0.145,Cape of Good Hope,Perishables,1,0,0
16.52,4.71,4.0,7.26,0.692,0.318,Strait of Malacca,Chemicals,1,0,0
11.21,1.2,6.0,16.36,0.712,0.507,Strait of Malacca,Electronics,1,0,1
13.89,6.03,8.0,3.22,0.372,0.19,North Atlantic,Perishables,0,0,0
10.14,1.32,6.0,15.8,0.639,0.412,Arabian Sea,Perishables,1,0,1
13.0,0.88,2.0,0.16,0.302,0.325,Arabian Sea,General,0,0,0
17.78,17.19,8.0,2.55,0.059,0.434,Arabian Sea,Chemicals,0,0,0
11.67,0.4,4.0,0.95,0.209,0.186,Indian Ocean,Electronics,0,0,0
14.73,0.48,4.0,0.64,0.011,0.306,South China Sea,Automotive,0,0,0
9.14,0.14,2.0,2.97,0.105,0.563,Indian Ocean,Chemicals,0,0,0
14.98,2.14,2.0,12.95,0.657,0.763,Strait of Malacca,Chemicals,1,0,1
13.5,1.03,4.0,14.73,0.967,0.395,Red Sea,Electronics,1,0,1
16.28,2.61,4.0,4.2,0.017,0.502,Arabian Sea,Perishables,1,0,0
19.58,0.22,2.0,0.72,0.046,0.327,Mediterranean,General,0,0,0
10.36,4.82,6.0,6.13,0.107,0.557,Indian Ocean,Perishables,1,0,0
14.94,5.42,4.0,1.94,0.469,0.379,South China Sea,Electronics,0,0,0
11.79,21.82,6.0,1.06,0.001,0.034,North Atlantic,Electronics,0,0,0
13.23,1.37,8.0,0.52,0.461,0.413,South China Sea,Electronics,0,0,0
11.49,1.33,2.0,3.68,0.25,0.648,Pacific,Electronics,0,0,0
17.87,0.96,2.0,0.05,0.401,0.547,Suez Canal,Perishables,0,0,0
11.3,17.57,6.0,0.18,0.252,0.517,Open Ocean,General,0,0,0
12.12,10.09,4.0,2.63,0.328,0.024,Atlantic,General,0,0,0
11.19,1.12,4.0,14.82,0.668,0.18,Strait of Malacca,Chemicals,1,0,0
19.66,9.83,4.0,0.15,0.422,0.116,Suez Canal,Electronics,0,0,0
16.51,1.0,2.0,1.59,0.029,0.59,Arabian Sea,General,0,0,0
16.35,0.63,8.0,1.5,0.181,0.164,South China Sea,Perishables,0,0,0
11.93,0.09,6.0,22.81,0.621,0.204,Red Sea,Perishables,1,0,1
12.91,0.2,8.0,4.45,0.626,0.159,Strait of Malacca,General,1,0,0
17.99,0.15,8.0,0.25,0.044,0.27,Yellow Sea,Electronics,0,0,0
13.81,2.32,4.0,2.69,0.465,0.252,Mediterranean,General,0,0,0
13.75,1.47,6.0,0.0,0.214,0.237,Pacific,Chemicals,0,0,0
17.93,8.16,6.0,7.98,0.141,0.159,Arabian Sea,Perishables,1,0,0
12.95,0.29,2.0,7.74,0.989,0.309,Red Sea,Automotive,1,0,1
16.89,2.86,4.0,1.27,0.178,0.207,Open Ocean,Electronics,0,0,0
18.37,1.92,4.0,0.5,0.054,0.24,Cape of Good Hope,Automotive,0,0,0
14.36,10.65,4.0,2.58,0.094,0.128,North Atlantic,Electronics,0,0,0
10.57,5.29,6.0,16.42,0.616,0.18,Red Sea,General,1,0,0
17.07,2.39,8.0,1.8,0.106,0.135,North Atlantic,Automotive,0,0,0
19.83,0.58,4.0,1.42,0.307,0.34,Yellow Sea,Perishables,0,0,0
17.04,0.26,4.0,1.33,0.38,0.501,Strait of Malacca,Electronics,0,0,0
17.95,0.97,6.0,0.25,0.1,0.015,Pacific,Electronics,0,0,0
12.87,3.21,2.0,18.64,0.906,0.246,Suez Canal,General,1,0,1
13.83,9.6,4.0,0.14,0.153,0.109,Yellow Sea,Automotive,0,0,0
11.48,2.31,8.0,17.68,0.65,0.235,Strait of Malacca,Perishables,1,0,0
11.77,6.11,6.0,5.19,0.196,0.135,Yellow Sea,Chemicals,1,0,0
6.44,2.26,6.0,10.93,0.253,0.542,Indian Ocean,Automotive,1,0,0
16.24,2.19,6.0,35.48,0.683,0.187,Red Sea,Automotive,1,0,1
15.08,1.32,4.0,0.21,0.097,0.215,Mediterranean,Chemicals,0,0,0
15.61,0.61,2.0,15.04,0.706,0.179,Suez Canal,Electronics,1,0,0
13.75,0.66,2.0,2.76,0.016,0.432,North Atlantic,General,0,0,0
13.73,5.96,8.0,3.13,0.409,0.36,Suez Canal,Automotive,0,0,0
20.36,3.62,2.0,2.76,0.379,0.264,Strait of Malacca,Perishables,0,0,0
19.03,5.39,4.0,2.21,0.152,0.494,Yellow Sea,Perishables,0,0,0
9.07,1.24,2.0,2.34,0.089,0.109,North Atlantic,Chemicals,0,0,0
13.32,0.83,6.0,9.76,0.697,0.469,Red Sea,Chemicals,1,0,1
8.98,1.92,4.0,3.35,0.013,0.144,Mediterranean,Chemicals,0,0,0
11.18,4.4,6.0,5.06,0.676,0.206,Strait of Malacca,General,1,0,0
12.38,3.33,8.0,2.4,0.138,0.591,South China Sea,Automotive,0,0,0
8.09,3.02,2.0,0.27,0.102,0.256,Open Ocean,Chemicals,0,0,0
14.34,6.22,2.0,1.02,0.012,0.349,Arabian Sea,General,0,0,0
14.31,0.25,4.0,20.83,0.67,0.576,Strait of Malacca,Perishables,1,0,1
14.47,1.4,6.0,3.39,0.186,0.223,Pacific,Automotive,0,0,0
9.93,1.27,2.0,0.82,0.041,0.146,Pacific,Chemicals,0,0,0
17.81,3.62,2.0,0.21,0.229,0.131,Cape of Good Hope,General,0,0,0
12.76,7.41,8.0,5.37,0.275,0.233,Pacific,Chemicals,1,0,0
11.46,2.83,6.0,2.71,0.311,0.445,North Atlantic,Electronics,0,0,0
15.5,0.2,2.0,42.21,0.632,0.069,Strait of Malacca,Perishables,1,0,1
19.37,15.07,4.0,0.08,0.318,0.302,Red Sea,Electronics,0,0,0
9.91,0.79,8.0,3.71,0.059,0.3,Atlantic,Automotive,0,0,0
17.17,1.97,2.0,0.22,0.292,0.139,English Channel,Chemicals,0,0,0
13.03,1.3,6.0,2.34,0.224,0.301,South China Sea,Chemicals,0,0,0
18.18,0.65,2.0,1.7,0.521,0.137,Indian Ocean,Chemicals,0,0,0
13.41,2.9,4.0,36.2,0.719,0.138,Strait of Malacca,Electronics,1,0,1
21.39,10.49,8.0,0.69,0.171,0.239,Atlantic,Perishables,0,0,0
13.97,8.14,4.0,18.55,0.83,0.332,Red Sea,Chemicals,1,0,1
16.75,4.66,2.0,5.06,0.646,0.142,Pacific,Electronics,1,0,0
10.23,7.27,4.0,2.12,0.174,0.159,North Atlantic,General,0,0,0
16.16,6.7,2.0,10.81,0.73,0.123,Red Sea,Chemicals,1,0,0
17.11,2.0,4.0,1.85,0.21,0.129,Atlantic,General,0,0,0
10.68,1.79,6.0,1.76,0.027,0.055,North Atlantic,Electronics,0,0,0
13.11,2.74,4.0,0.24,0.324,0.36,Cape of Good Hope,Automotive,0,0,0
17.96,2.69,6.0,8.26,0.924,0.439,Red Sea,Perishables,1,0,1
16.36,0.71,4.0,0.39,0.283,0.684,Cape of Good Hope,Chemicals,0,0,0
13.29,0.15,2.0,14.1,0.507,0.383,Red Sea,Perishables,1,0,0
17.32,2.43,2.0,0.62,0.37,0.189,Arabian Sea,General,0,0,0
14.5,0.39,2.0,4.9,0.955,0.172,Red Sea,Perishables,1,0,0
14.02,1.89,8.0,0.37,0.174,0.293,English Channel,Automotive,0,0,0
16.49,7.34,6.0,7.56,0.109,0.166,Pacific,Perishables,1,0,0
16.58,5.04,6.0,8.21,0.421,0.016,Indian Ocean,Automotive,1,0,0
16.48,0.74,4.0,5.11,0.555,0.073,Suez Canal,Perishables,1,0,0
14.39,4.99,6.0,6.18,0.126,0.147,Indian Ocean,Electronics,1,0,0
11.75,1.33,4.0,52.75,0.893,0.15,Red Sea,General,1,0,1
21.56,0.22,8.0,7.31,0.91,0.427,Strait of Malacca,Electronics,1,0,1
13.79,0.88,6.0,1.6,0.285,0.045,Yellow Sea,Automotive,0,0,0
15.73,0.76,2.0,0.61,0.369,0.369,Yellow Sea,Electronics,0,0,0
18.55,1.66,8.0,0.85,0.449,0.255,Strait of Malacca,General,0,0,0
16.76,0.88,8.0,2.21,0.039,0.034,Pacific,Automotive,0,0,0
11.17,0.7,2.0,1.21,0.226,0.471,Open Ocean,General,0,0,0
7.84,21.29,8.0,9.03,0.048,0.109,Yellow Sea,Electronics,1,0,0
10.62,4.66,4.0,0.1,0.3,0.261,Indian Ocean,Chemicals,0,0,0
20.51,16.44,4.0,0.91,0.164,0.019,Mediterranean,Electronics,0,1,0
14.19,2.64,8.0,0.23,0.142,0.443,English Channel,Perishables,0,0,0
13.41,4.37,4.0,1.79,0.144,0.238,English Channel,Automotive,0,0,0
14.61,0.69,6.0,3.17,0.2,0.265,Mediterranean,Perishables,0,0,0
13.72,1.52,6.0,1.35,0.555,0.032,Strait of Malacca,General,0,0,0
13.85,6.85,6.0,1.3,0.218,0.116,Cape of Good Hope,Chemicals,0,0,0
11.69,2.17,4.0,0.88,0.17,0.185,North Atlantic,Automotive,0,0,0
13.87,0.95,4.0,2.59,0.15,0.347,Cape of Good Hope,General,0,0,0
13.65,1.44,6.0,1.68,0.045,0.253,English Channel,Perishables,0,0,0
22.2,4.91,6.0,3.54,0.056,0.706,Yellow Sea,Perishables,0,0,0
12.93,15.52,8.0,3.42,0.176,0.15,Strait of Malacca,Chemicals,0,0,0
16.32,12.23,8.0,2.28,0.017,0.139,Mediterranean,General,0,0,0
9.52,1.24,2.0,1.77,0.278,0.335,Arabian Sea,Perishables,0,0,0
15.93,2.77,4.0,0.98,0.559,0.139,Mediterranean,General,0,0,0
5.78,15.48,8.0,3.63,0.655,0.366,Suez Canal,Automotive,0,0,0
17.68,0.25,2.0,1.75,0.014,0.154,Atlantic,Automotive,0,0,0
15.79,22.94,6.0,0.06,0.481,0.359,Cape of Good Hope,Automotive,0,0,0
20.44,3.39,4.0,10.23,0.005,0.758,South China Sea,Automotive,1,0,0
12.92,6.6,6.0,26.21,0.828,0.365,Strait of Malacca,Chemicals,1,0,1
14.81,1.18,8.0,2.67,0.278,0.227,Mediterranean,Automotive,0,0,0
16.12,3.92,6.0,0.85,0.032,0.28,South China Sea,Electronics,0,0,0
13.53,3.52,4.0,2.41,0.177,0.284,Arabian Sea,Chemicals,0,0,0
14.32,1.6,2.0,3.44,0.031,0.165,English Channel,Automotive,0,0,0
14.01,7.39,4.0,0.99,0.021,0.058,Pacific,Chemicals,0,0,0
12.53,4.88,4.0,4.06,0.356,0.32,Mediterranean,General,1,0,0
12.66,5.64,4.0,0.31,0.033,0.133,Pacific,General,0,0,0
